ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
A,A,129.84,2026-06-13T00:07:26.921960+00:00,False,+19.8%,True,$36671.0M,True,+60.0%,True,2225.9K,True,$129.84 / SMA $120.16,True,3.08%,False,+10.0%,False,281.5M,True,NYQ,False,
AA,Alcoa Corporation,68.77,2026-06-12T23:56:06.953620+00:00,True,+148.1%,True,$18147.7M,False,+-22.7%,True,5039.1K,False,$68.77 / SMA $69.00,True,4.91%,False,+-5.2%,False,262.8M,True,NYQ,False,
AAIGF,AIA Group Limited,9.49,2026-06-12T23:55:46.409558+00:00,False,+15.9%,True,$98115.7M,,,False,26.9K,False,$9.49 / SMA $10.59,True,4.70%,,,False,10460.1M,False,PNK,False,
AAL,American Airlines Group Inc.,14.98,2026-06-12T23:56:20.477872+00:00,False,+48.5%,True,$9907.5M,False,+19.4%,True,67751.4K,True,$14.98 / SMA $12.70,True,4.46%,False,+10.8%,False,654.0M,True,NMS,False,
AAMI,Acadian Asset Management Inc.,78.54,2026-06-12T23:59:52.980187+00:00,True,+153.5%,True,$2798.3M,True,+25.9%,False,357.1K,True,$78.54 / SMA $68.81,True,3.62%,True,+39.3%,True,27.7M,True,NYQ,False,
AANNF,Aroundtown SA,2.87,2026-06-12T23:59:47.542778+00:00,False,+10.4%,True,$2972.0M,False,+-75.0%,False,0.0K,True,$2.87 / SMA $2.71,False,0.00%,False,+0.6%,False,447.1M,False,PNK,False,
AAON,"AAON, Inc.",127.19,2026-06-13T00:07:45.442590+00:00,True,+105.1%,True,$10418.4M,True,+37.1%,True,1069.4K,True,$127.19 / SMA $114.62,True,5.93%,True,+54.3%,True,68.2M,True,NMS,True,
AAPG,AAPG,17.6,2026-06-13T00:01:29.888610+00:00,False,+4.0%,True,$1642.7M,,,False,5.6K,False,$17.60 / SMA $22.01,True,3.61%,,,True,55.7M,True,NGM,False,
AAT,"American Assets Trust, Inc.",24.41,2026-06-13T00:13:23.983311+00:00,False,+37.8%,True,$1893.5M,False,+-88.6%,False,383.2K,True,$24.41 / SMA $21.19,False,2.22%,False,+1.8%,True,48.2M,True,NYQ,False,
AAVVF,Advantage Energy Ltd.,7.07,2026-06-13T00:01:42.077626+00:00,False,+5.2%,True,$1186.1M,,,False,152.9K,False,$7.07 / SMA $7.27,False,2.72%,True,+25.3%,True,144.9M,False,PNK,False,
AAVXF,ABIVAX Société Anonyme,101.25,2026-06-13T00:07:47.103062+00:00,True,+1290.8%,True,$8076.7M,True,+26.5%,False,0.0K,False,$101.25 / SMA $113.96,False,1.16%,,N/A,True,58.2M,False,PNK,False,
ABANF,Automatic Bank Services Limited,7.9331,2026-06-13T00:05:24.075961+00:00,False,+34.5%,True,$317.6M,False,+-34.6%,False,0.1K,True,$7.93 / SMA $6.80,False,0.00%,False,+0.7%,True,32.4M,False,PNK,False,
ABBNY,ABB Ltd,102.17,2026-06-12T23:55:44.371597+00:00,True,+81.6%,True,$185443.5M,True,+37.7%,False,293.0K,True,$102.17 / SMA $99.98,False,2.18%,False,+9.2%,False,7255.8M,False,PNK,False,
ABCB,Ameris Bancorp,88.95,2026-06-13T00:09:33.373029+00:00,False,+49.4%,True,$5985.7M,True,+28.3%,False,492.4K,True,$88.95 / SMA $84.33,False,1.83%,False,+10.5%,True,59.7M,True,NYQ,False,
ABCL,AbCellera Biologics Inc.,5.24,2026-06-13T00:01:36.432484+00:00,True,+90.9%,True,$1600.2M,False,+6.7%,True,6239.8K,True,$5.24 / SMA $4.62,True,10.21%,True,+96.3%,False,205.3M,True,NMS,False,
ABSI,Absci Corporation,6.8,2026-06-13T00:15:14.071860+00:00,True,+203.6%,True,$1060.2M,False,+9.5%,True,4878.5K,True,$6.80 / SMA $4.95,True,10.95%,False,+-81.8%,True,146.1M,True,NMS,False,
ABT,Abbott Laboratories,88.18,2026-06-13T00:07:14.233465+00:00,False,+7.6%,True,$153593.1M,False,+-19.7%,True,12984.8K,False,$88.18 / SMA $91.11,False,2.20%,False,+7.8%,False,1731.2M,True,NYQ,False,
ABUS,Arbutus Biopharma Corporation,4.26,2026-06-13T00:03:24.492354+00:00,False,+40.1%,True,$841.5M,True,+769.2%,True,1779.5K,False,$4.26 / SMA $4.36,True,4.22%,True,+10054.5%,True,121.4M,True,NMS,False,
ABVX,ABIVAX Société Anonyme,96.55,2026-06-13T00:07:47.499632+00:00,True,+1596.8%,True,$7701.8M,True,+26.5%,True,1574.5K,False,$96.55 / SMA $115.90,True,7.05%,,N/A,True,58.2M,True,NGM,False,
ACAAU,Averin Capital Acquisition Corp.,10.05,2026-06-13T00:17:14.331622+00:00,False,+1.0%,,N/A,,N/A,False,30.9K,True,$10.05 / SMA $10.05,False,1.88%,,N/A,True,5.2M,True,NGM,False,
ACDSF,CapitaLand Ascendas REIT,2.0,2026-06-13T00:07:49.185243+00:00,False,+16.3%,True,$9982.7M,,N/A,False,23.5K,True,$2.00 / SMA $1.96,False,0.63%,,N/A,False,3094.3M,False,PNK,False,
