ticker,name,price,fetched_at,c1_price_vs_52w_low_passes,c1_price_vs_52w_low_value,c2_market_cap_passes,c2_market_cap_value,c3_eps_growth_passes,c3_eps_growth_value,c4_avg_volume_passes,c4_avg_volume_value,c5_price_vs_sma50_passes,c5_price_vs_sma50_value,c6_volatility_1m_passes,c6_volatility_1m_value,c7_revenue_growth_passes,c7_revenue_growth_value,c8_float_passes,c8_float_value,c9_us_market_passes,c9_us_market_value,passes_all,error
A,"Agilent Technologies, Inc.",131.63,2026-06-24T23:59:06.508237+00:00,False,+21.5%,True,$37176.5M,True,+60.0%,True,2232.7K,True,$131.63 / SMA $121.88,False,2.98%,False,+10.0%,False,281.5M,True,NYQ,False,
AACI,Armada Acquisition Corp. III,9.95,2026-06-25T23:17:36.699242+00:00,False,+2.2%,True,$338.6M,,,False,27.6K,True,$9.95 / SMA $9.94,False,0.05%,,,True,25.1M,True,NGM,False,
AAOI,"Applied Optoelectronics, Inc.",138.54,2026-06-25T23:19:57.299635+00:00,True,+648.9%,True,$11116.8M,False,+-5.6%,True,12747.0K,False,$138.54 / SMA $170.25,True,13.86%,True,+51.4%,True,76.3M,True,NGM,False,
AAON,"AAON, Inc.",131.6,2026-06-24T23:59:36.315526+00:00,True,+112.3%,True,$10779.6M,True,+37.1%,True,1074.2K,True,$131.60 / SMA $121.05,True,5.62%,True,+54.3%,True,68.2M,True,NMS,True,
AAT,"American Assets Trust, Inc.",24.37,2026-06-25T00:05:27.630505+00:00,False,+37.5%,True,$1890.4M,False,+-88.6%,False,391.0K,True,$24.37 / SMA $21.95,False,2.08%,False,+1.8%,True,48.2M,True,NYQ,False,
AAUKF,Anglo American plc,48.0,2026-06-25T23:08:00.736262+00:00,True,+76.6%,True,$51431.4M,,,False,1.4K,False,$48.00 / SMA $51.75,False,0.81%,,,False,950.9M,False,OQX,False,
AAVMY,ABN AMRO Bank N.V.,41.83,2026-06-25T23:08:06.405092+00:00,False,+55.9%,True,$34088.8M,False,+13.0%,False,21.3K,True,$41.83 / SMA $37.61,False,1.36%,False,+6.8%,False,522.4M,False,PNK,False,
AAVXF,ABIVAX Société Anonyme,101.25,2026-06-24T23:59:38.248851+00:00,True,+1290.8%,True,$8076.7M,True,+26.5%,False,0.0K,False,$101.25 / SMA $111.94,False,1.16%,,,True,58.2M,False,PNK,False,
AB,AllianceBernstein Holding L.P.,35.74,2026-06-25T23:11:43.251272+00:00,False,+2.3%,True,$3338.3M,True,+37.3%,False,312.2K,False,$35.74 / SMA $37.58,False,1.76%,False,+11.5%,True,92.6M,True,NYQ,False,
ABBRF,AbraSilver Resource Corp.,9.131,2026-06-25T23:13:43.854710+00:00,True,+172.6%,True,$1469.8M,False,+-50.0%,False,181.1K,False,$9.13 / SMA $11.84,True,8.86%,,,True,137.8M,False,OQX,False,
ABCB,Ameris Bancorp,89.32,2026-06-25T00:01:26.143887+00:00,False,+42.3%,True,$6010.6M,True,+28.3%,True,505.0K,True,$89.32 / SMA $85.25,False,1.95%,False,+10.5%,True,59.7M,True,NYQ,False,
ABEO,Abeona Therapeutics Inc.,5.56,2026-06-25T23:29:28.397780+00:00,False,+39.0%,True,$316.9M,False,+-25.0%,True,1070.7K,False,$5.56 / SMA $5.58,True,4.02%,,N/A,True,36.5M,True,NCM,False,
ABG,"Asbury Automotive Group, Inc.",203.05,2026-06-25T23:23:38.822536+00:00,False,+18.0%,True,$3780.5M,True,+47.1%,False,262.9K,True,$203.05 / SMA $196.11,True,3.18%,False,+-0.9%,True,14.3M,True,NYQ,False,
ABLZF,ABB Ltd,104.27,2026-06-25T23:19:29.816904+00:00,True,+84.1%,True,$189245.0M,True,+37.7%,False,11.0K,True,$104.27 / SMA $102.71,False,1.98%,False,+9.2%,False,1813.9M,False,PNK,False,
